Spine Id;Dendrite Segment;Distance to dendrite;Spine Position X;Spine Position Y;Spine Position Z;Spine Volume;Spine Area;Spine Length;Spine Mean Diameter;Spine Max Diameter;Spine Min Diameter;Spine Neck Length;Spine Neck Mean Diameter;Spine Neck Max Diameter;Spine Neck Min Diameter;Spine Neck Volume;Spine Orientation Angle;Spine Straightness;Spine Branchings
Apical-723000151;327;0,807005;548,69;792,68;4,95;0,33;2,64;1,53;0,67;1,79;0,4;0,51;0,44;0,51;0,4;0,17;-103,85;0,97;0
Apical-723000152;321;1,31421;547,34;792,63;3,21;0,61;4,46;2,52;0,62;1,52;0,4;1,66;0,52;0,89;0,4;0,55;-99,15;0,94;0
Apical-723000153;321;0,772877;548,16;794,46;3,66;0,21;2,04;1,54;0,6;1,52;0,4;0,81;0,42;0,46;0,4;0,15;60,21;0,96;0
Apical-723000154;319;0,430077;547,4;793,79;3,44;0,11;1,08;0,76;0,78;1,52;0,42;0;0,42;0,42;0,42;0,05;-165,94;1;0
Apical-723000155;316;0,531902;546,98;794,85;2,99;0,16;1,54;1,13;0,83;1,69;0,4;0;0,46;0,46;0,46;0,13;63,41;0,97;0
Apical-723000156;314;0,575927;546,65;795,17;2,63;0,24;2,06;1,41;0,73;1,5;0,4;0,38;0,54;0,56;0,51;0,21;56,88;0,85;0
Apical-723000157;311;0,88955;546,07;795,63;2,48;0,57;4,02;2;0,67;1,47;0,4;0,8;0,43;0,46;0,4;0,1;89,75;0,95;0
Apical-723000158;305;1,46911;545,28;796,72;1,61;0,96;7,83;5,12;0,56;1,29;0,4;4,14;0,48;0,72;0,4;0,91;83,68;0,58;0
Apical-723000159;303;0,670047;544,22;795,02;0,91;0,26;2,28;1,49;0,63;1,59;0,4;0,49;0,41;0,42;0,4;0,1;-127,17;0,93;0
Apical-723000160;303;0,474342;544,24;795,53;1,2;0,11;1,08;0,79;0,73;1,59;0,44;0;0,44;0,44;0,44;0,05;-160,26;0,96;0
Apical-723000161;304;0,306146;544,91;795,38;0,82;0,17;1,41;0,88;0,87;1,59;0,48;0;0,58;0,58;0,58;0,11;-27,64;0,91;0
Apical-723000162;300;0,72009;544,45;796,48;-0,01;0,46;3,47;2,15;0,71;1,47;0,4;1,07;0,55;0,7;0,4;0,4;51,77;0,88;0
Apical-723000163;295;2,18068;542,06;794,29;-0,19;0,97;8,14;5,49;0,54;1,21;0,4;4,36;0,47;0,63;0,4;0,91;-118,71;0,89;0
Apical-723000164;293;0,977665;542,12;795,54;-0,78;0,57;4,14;2,07;0,7;1,57;0,4;0,78;0,45;0,53;0,4;0,1;-126,96;0,97;0
Apical-723000165;293;0,355932;542,54;796,09;-0,75;0,09;0,85;0,58;0,79;1,57;0,46;0;0,46;0,46;0,46;0,03;-135,34;0,99;0
Apical-723000166;291;0,301258;542,44;796,48;-1,69;0,23;1,62;0,89;0,89;1,37;0,48;0;0,7;0,7;0,7;0,17;-23,26;0,95;0
Apical-723000167;280;2,07815;540,69;800,09;-2,71;0,87;6,86;4,25;0,59;1,64;0,42;3,2;0,49;0,63;0,42;0,7;85,38;0,96;0
Apical-723000168;281;0,644029;540,52;797,34;-2,76;0,17;1,7;1,25;0,62;1,64;0,4;0,27;0,41;0,42;0,4;0,11;-93,73;0,97;0
Apical-723000169;280;0,863382;540,67;798,86;-2,69;0,43;3,5;2,13;0,7;1,64;0,44;1,35;0,48;0,53;0,44;0,27;81,02;0,82;0
Apical-723000170;279;0,711942;540,59;798,7;-3,1;0,34;2,77;1,67;0,67;1,49;0,42;0,63;0,47;0,53;0,42;0,18;64,35;0,86;0
Apical-723000171;279;0,448352;540,58;798,28;-3,25;0,18;1,5;0,93;0,81;1,49;0,48;0,32;0,54;0,6;0,48;0,12;36,59;1;0
Apical-723000172;273;0,936446;539,18;797,54;-4,47;0,81;4,52;1,87;0,9;1,74;0,55;0,62;0,78;0,96;0,56;0,64;-82,14;0,97;0
Apical-723000173;270;0,233729;538,3;798,57;-4,23;0,14;1,06;0,5;1,16;1,84;0,68;0;0;0;0;0;121,62;1;0
Apical-723000174;267;1,00205;538,21;799,59;-4,88;0,76;4,53;1,98;0,73;1,84;0,4;0,72;0,45;0,58;0,4;0,3;72,75;0,97;0
Apical-723000175;269;1,14465;538,06;797,48;-5,09;0,71;4,71;2,35;0,69;1,84;0,4;1,26;0,47;0,63;0,4;0,24;-95,72;0,96;0
Apical-723000176;261;0,627952;536,66;798,93;-6,29;0,64;4,14;1,89;0,8;1,67;0,48;0,6;0,5;0,53;0,48;0,17;-71,39;0,9;0
Apical-723000177;260;0,345573;536,33;799,83;-5,84;0,11;0,97;0,6;0,94;1,67;0,48;0;0,6;0,6;0,6;0,05;64,03;0,99;0
Apical-723000178;258;0,834742;536,26;800,56;-6,1;0,54;3,61;1,66;0,71;1,77;0,4;0,5;0,44;0,51;0,4;0,08;75,4;0,99;0
Apical-723000179;256;0,537914;535,34;799,54;-6,55;0,26;2,44;1,91;0,78;1,77;0,42;0,67;0,42;0,42;0,42;0,2;-110,35;0,81;0
Apical-723000180;254;0,772917;535,08;800,47;-6,35;0,29;2,47;1,5;0,69;1,57;0,42;0,31;0,42;0,42;0,42;0,13;108,21;0,98;0
Apical-723000181;254;0,353381;535,47;799,92;-7,23;0,34;2,27;1,08;0,96;1,57;0,68;0;0,68;0,68;0,68;0,18;-43,9;0,97;0
Apical-723000182;252;0,570587;534,44;800,2;-6,88;0,34;2,52;1,35;0,75;1,44;0,48;0,32;0,51;0,53;0,48;0,18;-151,08;0,95;0
Apical-723000183;251;0,422111;534,92;800,57;-7,61;0,14;1,38;1,01;0,7;1,42;0,4;0,53;0,47;0,58;0,4;0,11;32,92;0,91;0
Apical-723000184;248;0,309046;533,97;800,28;-7,91;0,95;4,84;1,74;1,03;1,36;0,78;0;0,78;0,78;0,78;0,49;-101,2;1;0
Apical-723000185;246;0,656717;533,99;801,37;-8,19;0,29;2,4;1,47;0,65;1,35;0,42;0,54;0,43;0,46;0,42;0,12;57,95;0,96;0
Apical-723000186;241;0,727297;532,84;802,03;-8,69;0,33;2,62;1,51;0,65;1,38;0,42;0,54;0,45;0,51;0,42;0,16;63,46;0,97;0
Apical-723000187;235;0,968645;531,07;800,43;-9,66;0,45;3,51;2,05;0,64;1,44;0,4;1,01;0,44;0,58;0,4;0,29;-100,94;0,97;0
Apical-723000188;232;0,952449;530,84;802,23;-10,1;0,29;2,67;1,86;0,61;1,67;0,4;1,27;0,45;0,48;0,4;0,24;40,53;0,92;0
Apical-723000189;229;0,887148;529,43;800,83;-9,75;0,32;2,9;1,9;0,62;1,64;0,4;1,04;0,4;0,42;0,4;0,16;-122,76;0,95;0
Apical-723000190;228;1,14115;529,32;802,64;-9,36;0,72;4,96;2,57;0,66;1,57;0,4;1,24;0,44;0,53;0,4;0,25;82,82;0,93;0
Apical-723000191;226;0,457704;529,09;802,23;-10,17;0,08;0,89;0,71;0,65;1,57;0,4;0,25;0,4;0,4;0,4;0,05;78,89;0,99;0
Apical-723000192;221;0,105466;528,05;802,11;-11,17;0,13;1,01;0,47;1,11;1,59;0,68;0;0;0;0;0;-77,53;1;0
Apical-723000193;222;0,560142;527,82;802,23;-10,56;0,34;2,61;1,46;0,81;1,54;0,49;0,43;0,5;0,51;0,49;0,17;137,56;0,99;0
Apical-723000194;216;0,811936;527,13;803,26;-11,41;0,21;2,04;1,51;0,61;1,45;0,4;0,78;0,42;0,46;0,4;0,15;63,99;0,98;0
Apical-723000195;213;0,444762;526,13;802,94;-11,57;0,61;3,34;1,22;1,1;1,69;0,72;0;0,72;0,72;0,72;0,14;125,2;1;0
Apical-723000196;207;0,44403;525,43;802,86;-13,21;0,6;3,67;1,52;0,86;1,38;0,58;0,28;0,61;0,63;0,58;0,14;-65,6;0,93;0
Apical-723000197;202;0,490492;524,06;803,85;-13,01;0,41;2,86;1,44;0,76;1,11;0,58;0,44;0,61;0,63;0,58;0,25;117,95;0,98;0
Apical-723000198;199;0,109435;523,72;804,04;-13,96;0,09;0,79;0,37;1,04;1,44;0,68;0;0;0;0;0;-9,7;1;0
Apical-723000199;191;0,93968;521,84;803,85;-15,42;0,42;3,58;2,3;0,58;1,26;0,4;1,43;0,44;0,51;0,4;0,25;-120,22;0,9;0
Apical-723000200;189;0,859491;521,9;805,61;-15,43;0,33;2,86;1,78;0,66;1,47;0,4;0,76;0,43;0,46;0,4;0,17;57,28;0,96;0
Apical-723000201;190;0,656117;521,73;805,34;-14,8;0,34;2,57;1,38;0,77;1,47;0,48;0,28;0,51;0,53;0,48;0,18;66,68;1;0
Apical-723000202;187;0,430025;521,25;805,21;-15,72;0,32;2,56;1,82;0,7;1,3;0,4;0,71;0,55;0,56;0,53;0,28;16,98;0,82;0
Apical-723000203;177;0,394075;518,52;804,86;-15,96;0,1;1,08;0,86;0,68;1,48;0,4;0,3;0,41;0,42;0,4;0,07;-83,95;0,94;0
Apical-723000204;176;0,421347;518,31;805,69;-15,97;0,18;1,53;1,08;0,81;1,48;0,4;0;0,56;0,56;0,56;0,15;104,55;0,86;0
Apical-723000205;168;0,292048;516,59;804,78;-16,45;0,1;1;0,71;0,62;1,21;0,4;0;0,42;0,42;0,42;0,04;-61,59;1;0
Apical-723000206;168;0,733921;516,33;805,72;-16,72;0,41;3,35;2,08;0,65;1,21;0,42;0,94;0,45;0,51;0,42;0,24;112,71;0,95;0
Apical-723000207;2015;0,196274;631,92;646,59;76,68;0,32;2,3;1,14;0,82;1,36;0,53;0;0,7;0,7;0,7;0,16;-32,85;1;0
Apical-723000208;2000;1,19142;631,08;648,75;73,38;0,73;5,09;2,69;0,62;1,31;0,4;1,4;0,43;0,51;0,4;0,27;-9,04;0,92;0
Apical-723000209;1983;1,03338;628,89;652,37;71;0,34;3,11;2,21;0,56;1,72;0,4;1,4;0,42;0,51;0,4;0,28;63,96;0,99;0
Apical-723000210;1984;0,845561;627,63;651,34;71,68;0,19;1,91;1,4;0,63;1,72;0,4;0,79;0,42;0,46;0,4;0,14;-172,48;0,97;0
Apical-723000211;1977;0,666923;627,36;653,34;70,65;0,22;2,19;1,63;0,5;0,84;0,4;0,86;0,41;0,42;0,4;0,16;58,53;0,95;0
Apical-723000212;1967;0,252133;625,12;653,89;69,47;0,13;1,09;0,63;0,74;1,11;0,48;0;0,66;0,66;0,66;0,08;-122,8;0,97;0
Apical-723000213;1942;1,26466;623,6;659,89;67,63;0,51;4,43;2,91;0,55;1,5;0,4;1,95;0,44;0,48;0,4;0,35;59,59;0,92;0
Apical-723000214;1929;0,257973;621,25;662,07;68,48;0,69;3,47;1,19;0,83;0,96;0,72;0;0;0;0;0,22;20,83;0,98;0
Apical-723000215;1895;0,237543;616,6;668,23;66,91;0,04;0,48;0,41;0,87;1,52;0,4;0;0;0;0;0,01;51,18;0,98;0
Apical-723000216;1882;0,236021;614,72;670,64;66,09;0,06;0,69;0,56;0,75;1,46;0,4;0;0;0;0;0,03;1,94;0,99;0
Apical-723000217;1879;0,352017;614,28;671,2;65,96;0,13;1,21;0,81;0,78;1,45;0,48;0;0,48;0,48;0,48;0,07;83,91;0,99;0
Apical-723000218;1836;0,343104;607,83;678,87;64,33;0,3;1,92;1,32;0,8;1,31;0,48;0,27;0,75;0,83;0,67;0,24;-170,81;0,72;0
Apical-723000219;1807;0,171047;603,63;683,85;64,07;0,47;2,98;1,23;0,66;0,96;0,4;0;0,47;0,47;0,47;0;-113,82;0,96;0
Apical-723000220;1767;0,894205;599,55;692,65;62,64;0,27;2,55;1,83;0,61;1,5;0,4;1,24;0,44;0,48;0,4;0,21;24,82;0,98;0
Apical-723000221;1738;0,221419;594,23;697,15;62,44;0,16;1,25;0,61;0,72;1,04;0,53;0;0;0;0;0;-110,93;1;0
Apical-723000222;1719;1,15809;590,45;699,46;61,03;0,76;5,49;3,13;0,56;0,82;0,4;2,3;0,51;0,75;0,4;0,6;-120,99;0,9;0
Apical-723000223;1712;0,685403;589,66;701,48;61,34;0,3;2,6;1,63;0,65;1,42;0,4;0,61;0,41;0,42;0,4;0,14;-144,47;0,91;0
Apical-723000224;1703;0,945973;588,61;703,5;61,29;0,72;4,84;2,36;0,64;1,06;0,4;1,39;0,5;0,63;0,4;0,26;-177,73;0,9;0
Apical-723000225;1686;0,395389;587,63;707,03;59,88;0,1;1,02;0,71;0,79;1,49;0,44;0;0,44;0,44;0,44;0,04;-143,16;0,98;0
Apical-723000226;1681;0,477667;587,65;708,57;59,45;0,1;0,95;0,76;0,92;1,9;0,48;0;0,48;0,48;0,48;0,04;59,47;0,89;0
Apical-723000227;1677;0,5608;587,08;708,59;58,21;0,25;2,03;1,15;0,82;1,84;0,44;0;0,44;0,44;0,44;0,09;-143,41;0,98;0
Apical-723000228;1675;0,393569;587,11;709,71;58,59;0,12;1,2;0,88;0,69;1,65;0,4;0,26;0,41;0,42;0,4;0,06;71,36;0,97;0
Apical-723000229;1667;0,48717;585,98;711,3;58,3;0,22;1,69;1,02;0,8;1,38;0,4;0,38;0,61;0,7;0,51;0,18;86,57;0,99;0
Apical-723000230;1659;0,418;584,78;712,19;56,48;0,18;1,79;1,29;0,53;0,9;0,42;0,6;0,43;0,44;0,42;0,13;-157,43;0,94;0
Apical-723000231;1613;0,830695;578,5;719,95;50,36;0,63;3,99;1,87;0,68;1,84;0,4;0,76;0,45;0,58;0,4;0,16;-137,66;0,94;0
Apical-723000232;1611;0,540784;579,21;720,51;49,44;0,32;2,46;1,37;0,77;1,56;0,48;0,34;0,51;0,53;0,48;0,15;-26,84;0,93;0
Apical-723000233;1599;0,315634;576,96;722,7;48,02;0,08;0,81;0,59;0,73;1,42;0,44;0;0,44;0,44;0,44;0,02;-176,27;0,96;0
Apical-723000234;1598;0,105372;577,22;722,98;47,75;0,1;0,86;0,4;0,95;1,22;0,68;0;0;0;0;0;30,5;1;0
Apical-723000235;1591;0,446151;575,88;724,32;47,21;0,21;2,09;1,58;0,5;0,84;0,4;0,85;0,41;0,42;0,4;0,15;-177,3;0,84;0
Apical-723000236;1583;0,56937;575,9;726,56;46,74;0,1;1,11;0,87;0,78;1,81;0,4;0,32;0,41;0,42;0,4;0,07;89,19;0,99;0
Apical-723000237;1581;0,367079;575,64;726,34;45,89;0,04;0,45;0,37;0,84;1,97;0,4;0;0;0;0;0;-149,23;0,99;0
Apical-723000238;1580;1,02632;574,97;726,77;46,14;0,25;2,48;1,91;0,61;1,99;0,4;1,29;0,4;0,42;0,4;0,19;-160,87;0,92;0
Apical-723000239;1580;0,652164;576,52;726,99;45,73;0,25;2,15;1,33;0,74;1,99;0,4;0,24;0,41;0,42;0,4;0,09;-5,41;0,97;0
Apical-723000240;1576;0,477007;575,23;727,33;45,26;0,08;0,88;0,84;0,67;1,66;0,4;0;0,4;0,4;0,4;0,05;-166,22;0,88;0
Apical-723000241;1575;0,642003;575,51;728,22;45,14;0,17;1,67;1,27;0,68;1,5;0,42;0,53;0,43;0,46;0,42;0,11;86,07;0,89;0
Apical-723000242;1560;0,464104;573,3;729,6;42,23;0,34;2,39;1,28;0,8;1,36;0,48;0,41;0,65;0,68;0,63;0,29;-86,39;0,99;0
Apical-723000243;1558;0,604235;572,51;730,3;42,95;0,53;3,53;1,59;0,77;1,36;0,42;0,28;0,45;0,47;0,42;0,06;155,7;0,99;0
Apical-723000244;1551;0,349359;572,38;732,05;41,98;0,09;0,9;0,66;0,77;1,4;0,4;0;0,47;0,47;0,47;0,06;72,73;0,99;0
Apical-723000245;1546;0,551927;571,9;733,22;41,21;0,13;1,31;0,96;0,69;1,64;0,4;0,28;0,41;0,42;0,4;0,07;41,32;0,99;0
Apical-723000246;1545;0,387759;571,14;732,92;41,07;0,13;1,11;0,79;0,81;1,64;0,48;0;0,58;0,58;0,58;0,07;-165;0,89;0
Apical-723000247;1541;1,25809;570,9;734,56;40,65;0,36;3,2;2,11;0,64;1,95;0,4;1,26;0,41;0,42;0,4;0,19;93,5;0,97;0
Apical-723000248;1541;0,884192;570,98;732,65;39,72;0,49;3,53;1,71;0,74;2,07;0,4;0,52;0,41;0,42;0,4;0,03;-91,46;0,98;0
Apical-723000249;1533;0,286072;569,96;734,54;38,61;0,13;1,29;0,97;0,64;1,44;0,4;0,29;0,41;0,42;0,4;0,07;22,89;0,85;0
Apical-723000250;1519;0,870629;567,41;736,68;36,68;0,35;3,05;1,94;0,64;1,73;0,4;1,04;0,42;0,44;0,4;0,19;87,41;0,99;0
Apical-723000251;1498;0,455587;563,03;738,22;33,89;0,25;2,03;1,15;0,76;1,52;0,42;0,37;0,45;0,47;0,42;0,08;29,5;0,98;0
Apical-723000252;1491;0,58472;560,99;738,29;33,49;0,44;2,93;1,21;0,79;1,91;0,4;0;0,42;0,42;0,42;0;-118,46;0,95;0
Apical-723000253;1487;0,416894;560,31;739,01;33,29;0,06;0,67;0,56;0,76;1,78;0,4;0;0,4;0,4;0,4;0,03;-145,56;0,97;0
Apical-723000254;1487;0,373348;560,72;739,15;32,64;0,3;1,93;0,88;1,05;1,78;0,68;0;0,75;0,75;0,75;0,14;17,12;0,98;0
Apical-723000255;1480;0,266661;559,47;740,13;32,11;0,17;1,34;0,79;0,75;1,06;0,48;0;0,6;0,6;0,6;0,11;11,34;0,98;0
Apical-723000256;1476;0,756678;558,86;740,64;31,14;0,26;2,41;1,76;0,65;1,28;0,4;0,9;0,44;0,47;0,4;0,2;20,86;0,95;0
Apical-723000257;1474;1,7432;557,66;739,24;30,6;0,78;6,21;3,8;0,6;1,57;0,4;2,9;0,49;0,77;0,4;0,62;-83,15;0,88;0
Apical-723000258;1473;1,00736;557,64;739,92;30,93;0,58;4,26;2,24;0,68;1,57;0,4;1,06;0,42;0,46;0,4;0,12;-103,48;0,95;0
Apical-723000259;1471;0,72577;557,83;741,53;30,83;0,3;2,64;1,69;0,62;1,59;0,4;0,75;0,41;0,42;0,4;0,14;28,67;0,95;0
Apical-723000260;1467;1,39873;557,55;740,96;29,69;0,43;4,04;2,97;0,55;1,57;0,4;2,22;0,43;0,48;0,4;0,37;-31,81;0,98;0
Apical-723000261;1466;0,784931;556,85;741,5;29,84;0,33;2,77;1,79;0,73;1,57;0,48;0,83;0,5;0,53;0,48;0,27;-24,2;0,98;0
Apical-723000262;1460;0,580739;555,35;742,71;30,21;0,2;1,7;1,09;0,75;1,5;0,48;0,3;0,51;0,53;0,48;0,14;132,98;0,99;0
Apical-723000263;1455;0,727534;555,29;742,72;28,31;0,24;2,23;1,55;0,74;1,79;0,44;0,8;0,45;0,46;0,44;0,18;-44,91;0,95;0
Apical-723000264;1453;0,415273;554,56;743,59;28,07;0,09;0,99;0,82;0,86;1,89;0,4;0;0,4;0,4;0,4;0,06;73,6;0,97;0
Apical-723000265;1453;0,475872;554,57;743,24;28,03;0,35;2,28;1,1;1,02;1,89;0,68;0;0,68;0,68;0,68;0,18;-82,41;0,98;0
Apical-723000266;1447;0,979346;553,15;744,78;28,95;0,3;2,79;2,01;0,66;1,62;0,42;1,09;0,45;0,48;0,42;0,24;64,65;0,96;0
Apical-723000267;1446;0,518575;553,33;744,73;27,7;0,13;1,36;1,01;0,68;1,62;0,4;0,3;0,41;0,42;0,4;0,08;41,87;0,98;0
Apical-723000268;1441;0,183551;552,22;744,96;27,45;0,25;1,69;0,79;1,03;1,6;0,68;0;0;0;0;0,08;-50,49;1;0
Apical-723000269;1441;1,07523;552,21;745,62;28,48;0,73;5,01;2,58;0,72;1,74;0,4;1,34;0,44;0,51;0,4;0,26;47,54;0,96;0
Apical-723000270;1439;0,968933;551,04;745,04;27,81;0,34;2,92;1,83;0,72;1,74;0,4;0,78;0,43;0,46;0,4;0,18;-150,78;0,98;0
Apical-723000271;1440;0,645638;551,57;745,37;27,95;0,22;1,93;1,26;0,83;1,74;0,46;0,42;0,5;0,53;0,46;0,16;-175,06;1;0
Apical-723000272;1431;0,384197;551,16;747,26;26,64;0,1;0,96;0,66;0,75;1,63;0,44;0;0,46;0,46;0,46;0,04;46,28;0,99;0
Apical-723000273;1428;0,973624;549,62;747,33;26,53;0,43;3,48;2,14;0,68;1,88;0,4;0,93;0,44;0,49;0,4;0,26;-155,77;0,87;0
Apical-723000274;1428;0,790882;549,87;747,55;26,69;0,19;1,78;1,27;0,76;1,88;0,42;0,59;0,43;0,46;0,42;0,13;-179,44;0,94;0
Apical-723000275;1424;0,906437;550,53;748,92;26,05;0,32;2,89;1,91;0,62;1,69;0,4;0,87;0,4;0,4;0,4;0,16;56,8;0,92;0
Apical-723000276;1418;0,496143;548,92;749,23;24,76;0,2;1,69;0,91;0,73;1,57;0,44;0;0,44;0,44;0,44;0,04;-142,47;1;0
Apical-723000277;1411;0,280461;548,38;750,64;23,96;0,04;0,52;0,42;0,77;1,55;0,4;0;0;0;0;0,01;-160,07;0,99;0
Apical-723000278;1410;0,679442;547,98;751,1;23,93;0,15;1,49;1,11;0,65;1,67;0,4;0,53;0,41;0,42;0,4;0,09;163,78;0,99;0
Apical-723000279;1406;0,497441;548,78;751,9;22,96;0,11;1,14;0,82;0,68;1,61;0,4;0,25;0,41;0,42;0,4;0,05;27,14;1;0
Apical-723000280;1404;0,657914;548,18;751,65;22,12;0,65;3,96;1,69;0,76;1,33;0,44;0,62;0,5;0,6;0,44;0,19;-100,74;0,97;0
Apical-723000281;1400;0,362954;547,64;753,11;22,33;0,3;2,03;1,05;0,9;1,55;0,48;0;0,72;0,72;0,72;0,24;153,1;0,98;0
Apical-723000282;1394;0,663116;547,28;753,92;20,37;0,6;3,88;1,99;0,71;1,16;0,48;1,24;0,66;0,8;0,53;0,54;-25,25;0,89;0
Apical-723000283;1382;0,380619;545,72;756,36;19,93;0,07;0,75;0,6;0,73;1,72;0,4;0;0,4;0,4;0,4;0,03;28,58;0,99;0
Apical-723000284;1382;0,891592;546,1;756,72;19,89;0,7;4,57;2,2;0,69;1,84;0,4;1;0,49;0,63;0,4;0,23;19,21;0,97;0
Apical-723000285;1381;0,415315;545,01;756,35;19,97;0,12;1,16;0,84;0,83;1,84;0,4;0;0,47;0,47;0,47;0,09;-145,25;0,99;0
Apical-723000286;1377;0,130839;544,86;756,75;18,65;0,37;2,01;0,67;1,24;1,74;0,96;0;0;0;0;0;-64,46;1;0
Apical-723000287;1378;1,02979;545,07;757,58;19,42;0,31;2,86;2,07;0,6;1,62;0,4;1,37;0,44;0,48;0,4;0,25;64,68;0,91;0
Apical-723000288;1377;0,637668;545,34;757,21;18,8;0,18;1,73;1,28;0,62;1,62;0,4;0,73;0,42;0,46;0,4;0,12;20,06;0,96;0
Apical-723000289;1369;0,796809;542,86;757,7;18,13;0,54;3,59;1,63;0,77;1,9;0,4;0,53;0,44;0,51;0,4;0,08;-136,85;0,97;0
Apical-723000290;1368;0,59836;542,84;758;17,98;0,09;0,94;0,75;0,69;1,95;0,4;0,22;0,4;0,4;0,4;0,05;-148,21;0,98;0
Apical-723000291;1356;0,674084;541,29;760,07;16,72;0,26;2,44;1,75;0,53;1;0,4;1,1;0,44;0,48;0,4;0,2;-132,78;0,84;0
Apical-723000292;1357;0,71879;541,95;760,43;16,45;0,34;2,89;1,87;0,6;1;0,44;0,8;0,51;0,58;0,44;0,29;0,82;0,98;0
Apical-723000293;1358;0,337691;541,97;760,56;17,44;0,19;1,58;1,01;0,62;1;0,48;0,31;0,53;0,56;0,49;0,13;36,55;0,94;0
Apical-723000294;1350;0,769939;540;761,48;16,89;0,14;1,51;1,2;0,71;1,72;0,4;0,54;0,41;0,42;0,4;0,11;-176,87;0,99;0
Apical-723000295;1346;0,25842;540,22;762,21;15,69;0,11;0,96;0,63;0,84;1,5;0,48;0;0,53;0,53;0,53;0,05;13,7;0,97;0
Apical-723000296;1345;0,379089;539,63;762,25;16;0,08;0,89;0,72;0,7;1,43;0,4;0;0,4;0,4;0,4;0,05;-153,53;0,98;0
Apical-723000297;1336;0,768714;539,79;764,78;14,91;0,39;2,93;1,64;0,66;1,38;0,4;0,52;0,47;0,58;0,4;0,22;19,72;0,94;0
Apical-723000298;1333;0,555469;538,89;765,48;15,19;0,35;2,69;1,5;0,75;1,36;0,46;0,33;0,51;0,56;0,46;0,18;80,18;0,92;0
Apical-723000299;1327;1,35232;537,58;766,95;14,89;0,89;5,81;2,95;0,69;1,53;0,4;1,71;0,49;0,75;0,4;0,42;118,57;0,95;0
Apical-723000300;1327;0,339704;537,7;766,13;14,04;0,09;0,95;0,71;0,81;1,53;0,4;0;0,47;0,47;0,47;0,06;-157,75;0,97;0
Apical-723000301;1325;1,12521;537,02;766,97;13,91;0,44;3,63;2,31;0,61;1,66;0,4;1,34;0,44;0,56;0,4;0,27;154,58;0,93;0
Apical-723000302;1324;0,767275;538,41;766,45;12,77;0,25;2,26;1,52;0,63;1,48;0,4;0,8;0,48;0,58;0,4;0,2;-7,76;0,97;0
Apical-723000303;1322;0,689243;537,18;766,25;12,64;0,28;2,45;1,58;0,61;1,48;0,4;0,48;0,41;0,42;0,4;0,12;-145,35;0,94;0
Apical-723000304;1317;0,766912;537,69;768,26;11,79;0,48;3,37;1,57;0,74;1,84;0,4;0,28;0,41;0,42;0,4;0,02;42,93;0,96;0
Apical-723000305;1316;0,887421;536,59;767,21;11,16;0,67;4,13;1,83;0,79;1,81;0,42;0,58;0,49;0,6;0,42;0,2;-121,54;0,96;0
Apical-723000306;1310;0,734623;535,89;769,43;11,43;0,32;2,39;1,36;0,77;1,67;0,48;0,75;0,58;0,63;0,49;0,26;101,77;0,99;0
Apical-723000307;1309;0,502767;535,5;769,02;10,71;0,09;0,99;0,81;0,67;1,7;0,4;0,25;0,4;0,4;0,4;0,06;-131,76;0,99;0
Apical-723000308;1307;0,762971;536,29;770,01;10,44;0,31;2,7;1,72;0,6;1,5;0,4;0,76;0,41;0,42;0,4;0,14;22,06;0,98;0
Apical-723000309;1302;1,1085;534,25;769,44;9,11;0,53;3,89;2,16;0,66;1,74;0,4;1,2;0,49;0,7;0,4;0,37;-130,35;0,96;0
Apical-723000310;1301;0,65713;535,71;770,23;8,83;0,54;3,49;1,52;0,76;1,74;0,4;0,26;0,47;0,51;0,42;0,07;5,39;1;0
Apical-723000311;1300;0,777415;535,24;771,11;8,61;0,18;1,76;1,39;0,64;1,77;0,4;0,82;0,44;0,46;0,4;0,15;56,22;0,93;0
Apical-723000312;1293;0,699948;533,89;771,94;7,29;0,23;1,97;1,16;0,72;1,82;0,4;0,26;0,41;0,42;0,4;0,07;106,36;0,95;0
Apical-723000313;1293;0,454957;533,67;771,39;7,03;0,22;1,77;1,03;0,87;1,77;0,49;0;0,49;0,49;0,49;0,06;-163,83;0,9;0
Apical-723000314;1290;1,2732;533,29;770,74;5,42;0,76;5,64;3,18;0,6;1,49;0,4;2,06;0,43;0,51;0,4;0,29;-113,27;0,91;0
Apical-723000315;1290;1,21406;533,3;770,85;5,34;0,37;3,54;2,67;0,55;1,49;0,4;2;0,43;0,46;0,4;0,33;-122,76;0,87;0
Apical-723000316;1286;0,888652;534,76;772,34;4,33;0,63;4,34;2,15;0,66;1,35;0,42;1,07;0,46;0,51;0,42;0,16;-12,07;0,95;0
Apical-723000317;1284;0,555963;534,16;772,75;3,83;0,76;4,72;2,09;0,68;0,96;0,48;0,97;0,55;0,63;0,48;0,3;9,78;0,84;0
Apical-723000318;1276;1,02133;531,39;774,12;3,64;0,49;3,71;2,25;0,65;1,48;0,4;1,1;0,47;0,63;0,4;0,32;164,74;0,92;0
Apical-723000319;1275;0,462895;532,37;773,61;2,68;0,28;2,16;1,17;0,79;1,48;0,53;0;0,53;0,53;0,53;0,12;-45,03;0,98;0
Apical-723000320;1274;0,738782;532,52;773,95;2,24;0,33;2,78;1,72;0,65;1,36;0,42;0,58;0,43;0,46;0,42;0,17;4,4;0,97;0
